seq_id,muni_id,municipal,cal_year,naicscode,naicstitle,avgemp,estab,avgwkwage,adj_year,avgwageadj
150474,352,MAPC Region,2013,111,Crop Production,437,20,,,
150491,352,MAPC Region,2013,114,"Fishing, Hunting and Trapping",116,71,,,
150508,352,MAPC Region,2013,115,Agriculture & Forestry Support Activity,88,19,,,
150532,352,MAPC Region,2013,221,Utilities,4074,72,,,
150549,352,MAPC Region,2013,236,Construction of Buildings,14040,2069,,,
150566,352,MAPC Region,2013,237,Heavy and Civil Engineering Construction,7789,301,,,
150607,352,MAPC Region,2013,312,Beverage & Tobacco Product Manufacturing,88,6,,,
150600,352,MAPC Region,2013,311,Food Manufacturing,10917,302,,,
150630,352,MAPC Region,2013,314,Textile Product Mills,192,19,,,
150712,352,MAPC Region,2013,323,Printing and Related Support Activities,3541,296,,,
150678,352,MAPC Region,2013,321,Wood Product Manufacturing,26,3,,,
150647,352,MAPC Region,2013,315,Apparel Manufacturing,295,5,,,
150663,352,MAPC Region,2013,316,Leather and Allied Product Manufacturing,62,3,,,
150695,352,MAPC Region,2013,322,Paper Manufacturing,647,17,,,
150731,352,MAPC Region,2013,325,Chemical Manufacturing,5540,91,,,
150748,352,MAPC Region,2013,326,Plastics & Rubber Products Manufacturing,1019,32,,,
150765,352,MAPC Region,2013,327,Nonmetallic Mineral Product Mfg,323,23,,,
150783,352,MAPC Region,2013,332,Fabricated Metal Product Manufacturing,7736,392,,,
150800,352,MAPC Region,2013,333,Machinery Manufacturing,2293,90,,,
150817,352,MAPC Region,2013,334,Computer and Electronic Product Mfg,22727,285,,,
150834,352,MAPC Region,2013,335,Electrical Equipment and Appliances,878,35,,,
150902,352,MAPC Region,2013,423,"Merchant Wholesalers, Durable Goods",29400,1991,,,
150851,352,MAPC Region,2013,336,Transportation Equipment Manufacturing,401,10,,,
150868,352,MAPC Region,2013,337,Furniture and Related Product Mfg,523,48,,,
150885,352,MAPC Region,2013,339,Miscellaneous Manufacturing,3411,178,,,
150919,352,MAPC Region,2013,424,"Merchant Wholesalers, Nondurable Goods",20058,1034,,,
150936,352,MAPC Region,2013,425,Electronic Markets and Agents/Brokers,11132,2186,,,
150953,352,MAPC Region,2013,441,Motor Vehicle and Parts Dealers,14995,690,,,
150970,352,MAPC Region,2013,442,Furniture and Home Furnishings Stores,5487,512,,,
151089,352,MAPC Region,2013,451,Sporting Goods/Hobby/Book/Music Stores,7927,636,,,
150987,352,MAPC Region,2013,443,Electronics and Appliance Stores,4623,353,,,
151004,352,MAPC Region,2013,444,Building Material & Garden Supply Stores,8478,522,,,
151021,352,MAPC Region,2013,445,Food and Beverage Stores,45588,2301,,,
151038,352,MAPC Region,2013,446,Health and Personal Care Stores,14156,1241,,,
151055,352,MAPC Region,2013,447,Gasoline Stations,4283,737,,,
151072,352,MAPC Region,2013,448,Clothing and Clothing Accessories Stores,22125,1822,,,
151106,352,MAPC Region,2013,452,General Merchandise Stores,20012,292,,,
151123,352,MAPC Region,2013,453,Miscellaneous Store Retailers,9272,1104,,,
151140,352,MAPC Region,2013,454,Nonstore Retailers,6307,483,,,
151157,352,MAPC Region,2013,481,Air Transportation,6543,45,,,
151171,352,MAPC Region,2013,483,Water Transportation,25,4,,,
151188,352,MAPC Region,2013,484,Truck Transportation,4799,416,,,
151205,352,MAPC Region,2013,485,Transit and Ground Passenger Transport,4931,205,,,
151222,352,MAPC Region,2013,487,Scenic and Sightseeing Transportation,1067,31,,,
151239,352,MAPC Region,2013,488,Support Activities for Transportation,4689,314,,,
151256,352,MAPC Region,2013,492,Couriers and Messengers,2327,87,,,
151273,352,MAPC Region,2013,493,Warehousing and Storage,1332,32,,,
151290,352,MAPC Region,2013,511,Publishing Industries,25193,725,,,
151307,352,MAPC Region,2013,512,Motion Picture & Sound Recording Ind,2221,207,,,
151324,352,MAPC Region,2013,515,Broadcasting (except Internet),2296,34,,,
151347,352,MAPC Region,2013,517,Telecommunications,8062,484,,,
151364,352,MAPC Region,2013,518,"ISPs, Search Portals, & Data Processing",2702,131,,,
151381,352,MAPC Region,2013,519,Other Information Services,7265,296,,,
151398,352,MAPC Region,2013,522,Credit Intermediation & Related Activity,31973,1653,,,
151415,352,MAPC Region,2013,523,Financial Investment & Related Activity,37269,1973,,,
151432,352,MAPC Region,2013,524,Insurance Carriers & Related Activities,39837,1686,,,
151449,352,MAPC Region,2013,525,"Funds, Trusts & Other Financial Vehicles",6,6,,,
151466,352,MAPC Region,2013,531,Real Estate,22256,3014,,,
151483,352,MAPC Region,2013,532,Rental and Leasing Services,5131,420,,,
151505,352,MAPC Region,2013,541,Professional and Technical Services,211562,16693,,,
151522,352,MAPC Region,2013,551,Management of Companies and Enterprises,38877,650,,,
151539,352,MAPC Region,2013,561,Administrative and Support Services,96798,5193,,,
151556,352,MAPC Region,2013,562,Waste Management and Remediation Service,3213,185,,,
151573,352,MAPC Region,2013,611,Educational Services,159730,1616,,,
151589,352,MAPC Region,2012,621,Ambulatory Health Care Services,85641,5510,,,
151606,352,MAPC Region,2012,622,Hospitals,88762,40,,,
151623,352,MAPC Region,2012,623,Nursing and Residential Care Facilities,40645,849,,,
151640,352,MAPC Region,2012,624,Social Assistance,41651,2032,,,
151657,352,MAPC Region,2012,711,Performing Arts and Spectator Sports,6577,396,,,
151674,352,MAPC Region,2012,712,"Museums, Parks and Historical Sites",3094,69,,,
151691,352,MAPC Region,2012,713,"Amusement, Gambling & Recreation Ind",19459,1086,,,
151708,352,MAPC Region,2012,721,Accommodation,18970,321,,,
151725,352,MAPC Region,2012,722,Food Services and Drinking Places,132261,7588,,,
151742,352,MAPC Region,2012,811,Repair and Maintenance,11204,2260,,,
151759,352,MAPC Region,2012,812,Personal and Laundry Services,23535,3197,,,
151776,352,MAPC Region,2012,813,Membership Organizations & Associations,23417,1976,,,
151793,352,MAPC Region,2012,814,Private Households,15671,12345,,,
151827,352,MAPC Region,2012,922,"Justice, Public Order, and Safety Activi",14262,108,,,
151810,352,MAPC Region,2012,921,"Executive, Legislative, & Gen Government",5894,72,,,
151844,352,MAPC Region,2012,923,Administration of Human Resource Program,136,5,,,
151861,352,MAPC Region,2012,924,Administration of Environmental Programs,2894,23,,,
151878,352,MAPC Region,2012,925,Community and Housing Program Admin,2012,8,,,
151895,352,MAPC Region,2012,926,Administration of Economic Programs,5864,66,,,
151912,352,MAPC Region,2012,928,National Security & International Affair,614,6,,,
150582,352,MAPC Region,2012,238,Specialty Trade Contractors,38763,5227,,,
150439,352,MAPC Region,2012,101,Goods-Producing Domain,175349,11134,,,
150456,352,MAPC Region,2012,102,Service-Providing Domain,1676142,94673,,,
150473,352,MAPC Region,2012,111,Crop Production,409,14,,,
150490,352,MAPC Region,2012,114,"Fishing, Hunting and Trapping",148,70,,,
150507,352,MAPC Region,2012,115,Agriculture & Forestry Support Activity,64,13,,,
150531,352,MAPC Region,2012,221,Utilities,4433,62,,,
150548,352,MAPC Region,2012,236,Construction of Buildings,12984,2174,,,
150565,352,MAPC Region,2012,237,Heavy and Civil Engineering Construction,6858,294,,,
150646,352,MAPC Region,2012,315,Apparel Manufacturing,381,8,,,
150599,352,MAPC Region,2012,311,Food Manufacturing,10129,296,,,
150629,352,MAPC Region,2012,314,Textile Product Mills,168,17,,,
150677,352,MAPC Region,2012,321,Wood Product Manufacturing,30,3,,,
150662,352,MAPC Region,2012,316,Leather and Allied Product Manufacturing,65,3,,,
150711,352,MAPC Region,2012,323,Printing and Related Support Activities,3738,314,,,
150694,352,MAPC Region,2012,322,Paper Manufacturing,684,16,,,
150730,352,MAPC Region,2012,325,Chemical Manufacturing,5693,101,,,
150747,352,MAPC Region,2012,326,Plastics & Rubber Products Manufacturing,888,29,,,
150764,352,MAPC Region,2012,327,Nonmetallic Mineral Product Mfg,305,22,,,
150782,352,MAPC Region,2012,332,Fabricated Metal Product Manufacturing,8004,408,,,
150799,352,MAPC Region,2012,333,Machinery Manufacturing,2311,101,,,
150816,352,MAPC Region,2012,334,Computer and Electronic Product Mfg,22155,290,,,
150833,352,MAPC Region,2012,335,Electrical Equipment and Appliances,1136,40,,,
150850,352,MAPC Region,2012,336,Transportation Equipment Manufacturing,272,9,,,
150867,352,MAPC Region,2012,337,Furniture and Related Product Mfg,499,45,,,
150901,352,MAPC Region,2012,423,"Merchant Wholesalers, Durable Goods",29449,2044,,,
150884,352,MAPC Region,2012,339,Miscellaneous Manufacturing,4143,196,,,
150935,352,MAPC Region,2012,425,Electronic Markets and Agents/Brokers,11011,2285,,,
150918,352,MAPC Region,2012,424,"Merchant Wholesalers, Nondurable Goods",19352,1022,,,
150952,352,MAPC Region,2012,441,Motor Vehicle and Parts Dealers,14661,694,,,
150969,352,MAPC Region,2012,442,Furniture and Home Furnishings Stores,5436,550,,,
150986,352,MAPC Region,2012,443,Electronics and Appliance Stores,5038,423,,,
151003,352,MAPC Region,2012,444,Building Material & Garden Supply Stores,8473,527,,,
151020,352,MAPC Region,2012,445,Food and Beverage Stores,45000,2256,,,
151088,352,MAPC Region,2012,451,Sporting Goods/Hobby/Book/Music Stores,8069,655,,,
151037,352,MAPC Region,2012,446,Health and Personal Care Stores,13166,1048,,,
151054,352,MAPC Region,2012,447,Gasoline Stations,4214,754,,,
151071,352,MAPC Region,2012,448,Clothing and Clothing Accessories Stores,22348,1827,,,
151105,352,MAPC Region,2012,452,General Merchandise Stores,19731,292,,,
151122,352,MAPC Region,2012,453,Miscellaneous Store Retailers,9193,1158,,,
151139,352,MAPC Region,2012,454,Nonstore Retailers,5659,462,,,
151156,352,MAPC Region,2012,481,Air Transportation,6602,46,,,
151170,352,MAPC Region,2012,483,Water Transportation,29,4,,,
151187,352,MAPC Region,2012,484,Truck Transportation,4483,404,,,
151204,352,MAPC Region,2012,485,Transit and Ground Passenger Transport,13133,280,,,
151221,352,MAPC Region,2012,487,Scenic and Sightseeing Transportation,969,28,,,
151238,352,MAPC Region,2012,488,Support Activities for Transportation,5225,303,,,
151255,352,MAPC Region,2012,492,Couriers and Messengers,2255,93,,,
151272,352,MAPC Region,2012,493,Warehousing and Storage,1372,32,,,
151289,352,MAPC Region,2012,511,Publishing Industries,26130,743,,,
151306,352,MAPC Region,2012,512,Motion Picture & Sound Recording Ind,2105,201,,,
151323,352,MAPC Region,2012,515,Broadcasting (except Internet),2222,31,,,
151346,352,MAPC Region,2012,517,Telecommunications,8676,485,,,
151363,352,MAPC Region,2012,518,"ISPs, Search Portals, & Data Processing",2787,125,,,
151380,352,MAPC Region,2012,519,Other Information Services,6890,277,,,
151397,352,MAPC Region,2012,522,Credit Intermediation & Related Activity,31783,1662,,,
151414,352,MAPC Region,2012,523,Financial Investment & Related Activity,36258,1874,,,
151431,352,MAPC Region,2012,524,Insurance Carriers & Related Activities,39723,1707,,,
151448,352,MAPC Region,2012,525,"Funds, Trusts & Other Financial Vehicles",1112,93,,,
151465,352,MAPC Region,2012,531,Real Estate,21522,2925,,,
151482,352,MAPC Region,2012,532,Rental and Leasing Services,5020,422,,,
151504,352,MAPC Region,2012,541,Professional and Technical Services,201595,16683,,,
151521,352,MAPC Region,2012,551,Management of Companies and Enterprises,36762,635,,,
151538,352,MAPC Region,2012,561,Administrative and Support Services,93817,5185,,,
151555,352,MAPC Region,2012,562,Waste Management and Remediation Service,3195,177,,,
151572,352,MAPC Region,2012,611,Educational Services,160296,1580,,,
151588,352,MAPC Region,2011,621,Ambulatory Health Care Services,82561,5606,,,
151605,352,MAPC Region,2011,622,Hospitals,88118,35,,,
151622,352,MAPC Region,2011,623,Nursing and Residential Care Facilities,40255,844,,,
151639,352,MAPC Region,2011,624,Social Assistance,39997,1981,,,
151656,352,MAPC Region,2011,711,Performing Arts and Spectator Sports,6271,338,,,
151673,352,MAPC Region,2011,712,"Museums, Parks and Historical Sites",2949,69,,,
151690,352,MAPC Region,2011,713,"Amusement, Gambling & Recreation Ind",18772,1081,,,
151707,352,MAPC Region,2011,721,Accommodation,18591,320,,,
151724,352,MAPC Region,2011,722,Food Services and Drinking Places,126996,7692,,,
151741,352,MAPC Region,2011,811,Repair and Maintenance,11214,2341,,,
151758,352,MAPC Region,2011,812,Personal and Laundry Services,22943,3260,,,
151775,352,MAPC Region,2011,813,Membership Organizations & Associations,22028,1999,,,
151792,352,MAPC Region,2011,814,Private Households,14875,11756,,,
151809,352,MAPC Region,2011,921,"Executive, Legislative, & Gen Government",5915,72,,,
151826,352,MAPC Region,2011,922,"Justice, Public Order, and Safety Activi",14201,105,,,
151843,352,MAPC Region,2011,923,Administration of Human Resource Program,135,5,,,
151860,352,MAPC Region,2011,924,Administration of Environmental Programs,2972,23,,,
151877,352,MAPC Region,2011,925,Community and Housing Program Admin,2002,8,,,
151894,352,MAPC Region,2011,926,Administration of Economic Programs,5948,70,,,
151911,352,MAPC Region,2011,928,National Security & International Affair,630,6,,,
150581,352,MAPC Region,2011,238,Specialty Trade Contractors,36428,5633,,,
150438,352,MAPC Region,2011,101,Goods-Producing Domain,172190,11947,,,
150455,352,MAPC Region,2011,102,Service-Providing Domain,1646081,96020,,,
150472,352,MAPC Region,2011,111,Crop Production,387,19,,,
150489,352,MAPC Region,2011,114,"Fishing, Hunting and Trapping",139,67,,,
150506,352,MAPC Region,2011,115,Agriculture & Forestry Support Activity,71,10,,,
150530,352,MAPC Region,2011,221,Utilities,4395,64,,,
150547,352,MAPC Region,2011,236,Construction of Buildings,12619,2432,,,
150564,352,MAPC Region,2011,237,Heavy and Civil Engineering Construction,6863,331,,,
150598,352,MAPC Region,2011,311,Food Manufacturing,9630,300,,,
150645,352,MAPC Region,2011,315,Apparel Manufacturing,536,12,,,
150628,352,MAPC Region,2011,314,Textile Product Mills,122,13,,,
150661,352,MAPC Region,2011,316,Leather and Allied Product Manufacturing,62,3,,,
150676,352,MAPC Region,2011,321,Wood Product Manufacturing,29,5,,,
150693,352,MAPC Region,2011,322,Paper Manufacturing,717,16,,,
150710,352,MAPC Region,2011,323,Printing and Related Support Activities,4213,356,,,
150729,352,MAPC Region,2011,325,Chemical Manufacturing,5603,95,,,
150746,352,MAPC Region,2011,326,Plastics & Rubber Products Manufacturing,898,32,,,
150763,352,MAPC Region,2011,327,Nonmetallic Mineral Product Mfg,303,22,,,
150781,352,MAPC Region,2011,332,Fabricated Metal Product Manufacturing,7924,416,,,
150798,352,MAPC Region,2011,333,Machinery Manufacturing,2714,97,,,
150815,352,MAPC Region,2011,334,Computer and Electronic Product Mfg,22320,293,,,
150832,352,MAPC Region,2011,335,Electrical Equipment and Appliances,821,34,,,
150866,352,MAPC Region,2011,337,Furniture and Related Product Mfg,488,49,,,
150849,352,MAPC Region,2011,336,Transportation Equipment Manufacturing,787,16,,,
150968,352,MAPC Region,2011,442,Furniture and Home Furnishings Stores,5484,566,,,
150883,352,MAPC Region,2011,339,Miscellaneous Manufacturing,3979,202,,,
150900,352,MAPC Region,2011,423,"Merchant Wholesalers, Durable Goods",30138,2075,,,
150934,352,MAPC Region,2011,425,Electronic Markets and Agents/Brokers,10903,2532,,,
150917,352,MAPC Region,2011,424,"Merchant Wholesalers, Nondurable Goods",19298,1027,,,
150951,352,MAPC Region,2011,441,Motor Vehicle and Parts Dealers,14649,710,,,
150985,352,MAPC Region,2011,443,Electronics and Appliance Stores,5231,460,,,
151002,352,MAPC Region,2011,444,Building Material & Garden Supply Stores,8454,547,,,
151019,352,MAPC Region,2011,445,Food and Beverage Stores,45379,2333,,,
151036,352,MAPC Region,2011,446,Health and Personal Care Stores,12965,1022,,,
151053,352,MAPC Region,2011,447,Gasoline Stations,4211,767,,,
151087,352,MAPC Region,2011,451,Sporting Goods/Hobby/Book/Music Stores,8058,646,,,
151070,352,MAPC Region,2011,448,Clothing and Clothing Accessories Stores,22023,1828,,,
151104,352,MAPC Region,2011,452,General Merchandise Stores,20405,295,,,
151121,352,MAPC Region,2011,453,Miscellaneous Store Retailers,9075,1233,,,
151138,352,MAPC Region,2011,454,Nonstore Retailers,5266,463,,,
151155,352,MAPC Region,2011,481,Air Transportation,6448,52,,,
151186,352,MAPC Region,2011,484,Truck Transportation,4320,416,,,
151203,352,MAPC Region,2011,485,Transit and Ground Passenger Transport,12951,297,,,
151220,352,MAPC Region,2011,487,Scenic and Sightseeing Transportation,945,26,,,
151237,352,MAPC Region,2011,488,Support Activities for Transportation,5020,306,,,
151254,352,MAPC Region,2011,492,Couriers and Messengers,2263,95,,,
151271,352,MAPC Region,2011,493,Warehousing and Storage,624,22,,,
151288,352,MAPC Region,2011,511,Publishing Industries,26702,732,,,
151305,352,MAPC Region,2011,512,Motion Picture & Sound Recording Ind,1561,194,,,
151322,352,MAPC Region,2011,515,Broadcasting (except Internet),2340,40,,,
151345,352,MAPC Region,2011,517,Telecommunications,8860,513,,,
151396,352,MAPC Region,2011,522,Credit Intermediation & Related Activity,32408,1698,,,
151362,352,MAPC Region,2011,518,"ISPs, Search Portals, & Data Processing",3005,117,,,
151379,352,MAPC Region,2011,519,Other Information Services,6526,288,,,
151413,352,MAPC Region,2011,523,Financial Investment & Related Activity,37290,1906,,,
151430,352,MAPC Region,2011,524,Insurance Carriers & Related Activities,39751,1751,,,
151447,352,MAPC Region,2011,525,"Funds, Trusts & Other Financial Vehicles",1080,92,,,
151464,352,MAPC Region,2011,531,Real Estate,21314,3008,,,
151481,352,MAPC Region,2011,532,Rental and Leasing Services,4661,432,,,
151503,352,MAPC Region,2011,541,Professional and Technical Services,194495,17300,,,
151520,352,MAPC Region,2011,551,Management of Companies and Enterprises,34627,615,,,
151537,352,MAPC Region,2011,561,Administrative and Support Services,92068,5192,,,
151554,352,MAPC Region,2011,562,Waste Management and Remediation Service,2812,195,,,
151571,352,MAPC Region,2011,611,Educational Services,156303,1573,,,
151587,352,MAPC Region,2010,621,Ambulatory Health Care Services,78974,5555,,,
151604,352,MAPC Region,2010,622,Hospitals,87987,38,,,
151621,352,MAPC Region,2010,623,Nursing and Residential Care Facilities,39132,787,,,
151638,352,MAPC Region,2010,624,Social Assistance,38480,1942,,,
151655,352,MAPC Region,2010,711,Performing Arts and Spectator Sports,6163,349,,,
151672,352,MAPC Region,2010,712,"Museums, Parks and Historical Sites",2925,69,,,
151689,352,MAPC Region,2010,713,"Amusement, Gambling & Recreation Ind",18438,1038,,,
151706,352,MAPC Region,2010,721,Accommodation,18215,310,,,
151723,352,MAPC Region,2010,722,Food Services and Drinking Places,121265,7490,,,
151740,352,MAPC Region,2010,811,Repair and Maintenance,10975,2296,,,
151757,352,MAPC Region,2010,812,Personal and Laundry Services,22432,3159,,,
151774,352,MAPC Region,2010,813,Membership Organizations & Associations,22190,1982,,,
151791,352,MAPC Region,2010,814,Private Households,14473,12147,,,
151808,352,MAPC Region,2010,921,"Executive, Legislative, & Gen Government",5967,72,,,
151825,352,MAPC Region,2010,922,"Justice, Public Order, and Safety Activi",14850,113,,,
151859,352,MAPC Region,2010,924,Administration of Environmental Programs,2912,23,,,
151842,352,MAPC Region,2010,923,Administration of Human Resource Program,137,5,,,
151876,352,MAPC Region,2010,925,Community and Housing Program Admin,2008,8,,,
151893,352,MAPC Region,2010,926,Administration of Economic Programs,6423,64,,,
151910,352,MAPC Region,2010,928,National Security & International Affair,681,6,,,
150437,352,MAPC Region,2010,101,Goods-Producing Domain,168306,11892,,,
150580,352,MAPC Region,2010,238,Specialty Trade Contractors,36481,5645,,,
150454,352,MAPC Region,2010,102,Service-Providing Domain,1626210,94791,,,
150471,352,MAPC Region,2010,111,Crop Production,346,15,,,
150488,352,MAPC Region,2010,114,"Fishing, Hunting and Trapping",146,71,,,
150505,352,MAPC Region,2010,115,Agriculture & Forestry Support Activity,89,13,,,
150529,352,MAPC Region,2010,221,Utilities,4408,62,,,
150546,352,MAPC Region,2010,236,Construction of Buildings,12321,2445,,,
150563,352,MAPC Region,2010,237,Heavy and Civil Engineering Construction,6432,314,,,
150597,352,MAPC Region,2010,311,Food Manufacturing,9296,290,,,
150627,352,MAPC Region,2010,314,Textile Product Mills,208,20,,,
150644,352,MAPC Region,2010,315,Apparel Manufacturing,612,14,,,
150675,352,MAPC Region,2010,321,Wood Product Manufacturing,26,5,,,
150692,352,MAPC Region,2010,322,Paper Manufacturing,378,12,,,
150709,352,MAPC Region,2010,323,Printing and Related Support Activities,4405,372,,,
150728,352,MAPC Region,2010,325,Chemical Manufacturing,6165,106,,,
150780,352,MAPC Region,2010,332,Fabricated Metal Product Manufacturing,7626,436,,,
150745,352,MAPC Region,2010,326,Plastics & Rubber Products Manufacturing,778,28,,,
150762,352,MAPC Region,2010,327,Nonmetallic Mineral Product Mfg,245,20,,,
150770,352,MAPC Region,2010,331,Primary Metal Manufacturing,105,3,,,
150797,352,MAPC Region,2010,333,Machinery Manufacturing,3546,97,,,
150814,352,MAPC Region,2010,334,Computer and Electronic Product Mfg,22826,307,,,
150831,352,MAPC Region,2010,335,Electrical Equipment and Appliances,1207,37,,,
150848,352,MAPC Region,2010,336,Transportation Equipment Manufacturing,438,10,,,
150865,352,MAPC Region,2010,337,Furniture and Related Product Mfg,486,57,,,
150882,352,MAPC Region,2010,339,Miscellaneous Manufacturing,4172,195,,,
150899,352,MAPC Region,2010,423,"Merchant Wholesalers, Durable Goods",30582,2108,,,
150967,352,MAPC Region,2010,442,Furniture and Home Furnishings Stores,5312,541,,,
150916,352,MAPC Region,2010,424,"Merchant Wholesalers, Nondurable Goods",18581,1031,,,
150933,352,MAPC Region,2010,425,Electronic Markets and Agents/Brokers,10271,2506,,,
150950,352,MAPC Region,2010,441,Motor Vehicle and Parts Dealers,14307,719,,,
150984,352,MAPC Region,2010,443,Electronics and Appliance Stores,4856,401,,,
151001,352,MAPC Region,2010,444,Building Material & Garden Supply Stores,7984,549,,,
151018,352,MAPC Region,2010,445,Food and Beverage Stores,44255,2279,,,
151035,352,MAPC Region,2010,446,Health and Personal Care Stores,12988,1015,,,
151052,352,MAPC Region,2010,447,Gasoline Stations,4231,772,,,
151069,352,MAPC Region,2010,448,Clothing and Clothing Accessories Stores,24535,1847,,,
151086,352,MAPC Region,2010,451,Sporting Goods/Hobby/Book/Music Stores,8454,721,,,
151154,352,MAPC Region,2010,481,Air Transportation,6198,41,,,
151103,352,MAPC Region,2010,452,General Merchandise Stores,16351,237,,,
151120,352,MAPC Region,2010,453,Miscellaneous Store Retailers,9091,1235,,,
151137,352,MAPC Region,2010,454,Nonstore Retailers,4818,451,,,
151169,352,MAPC Region,2010,483,Water Transportation,13,4,,,
151185,352,MAPC Region,2010,484,Truck Transportation,4409,419,,,
151202,352,MAPC Region,2010,485,Transit and Ground Passenger Transport,12426,292,,,
151219,352,MAPC Region,2010,487,Scenic and Sightseeing Transportation,1023,37,,,
151236,352,MAPC Region,2010,488,Support Activities for Transportation,5057,306,,,
151253,352,MAPC Region,2010,492,Couriers and Messengers,2527,109,,,
151270,352,MAPC Region,2010,493,Warehousing and Storage,643,24,,,
151287,352,MAPC Region,2010,511,Publishing Industries,26571,736,,,
151304,352,MAPC Region,2010,512,Motion Picture & Sound Recording Ind,1563,192,,,
151321,352,MAPC Region,2010,515,Broadcasting (except Internet),2417,35,,,
151344,352,MAPC Region,2010,517,Telecommunications,10525,525,,,
151361,352,MAPC Region,2010,518,"ISPs, Search Portals, & Data Processing",3323,118,,,
151395,352,MAPC Region,2010,522,Credit Intermediation & Related Activity,32752,1724,,,
151378,352,MAPC Region,2010,519,Other Information Services,6210,270,,,
151412,352,MAPC Region,2010,523,Financial Investment & Related Activity,37481,1890,,,
151429,352,MAPC Region,2010,524,Insurance Carriers & Related Activities,39402,1715,,,
151446,352,MAPC Region,2010,525,"Funds, Trusts & Other Financial Vehicles",1133,81,,,
151463,352,MAPC Region,2010,531,Real Estate,20871,2978,,,
151480,352,MAPC Region,2010,532,Rental and Leasing Services,4938,465,,,
151502,352,MAPC Region,2010,541,Professional and Technical Services,187475,16669,,,
151519,352,MAPC Region,2010,551,Management of Companies and Enterprises,34366,585,,,
151536,352,MAPC Region,2010,561,Administrative and Support Services,90044,5077,,,
151553,352,MAPC Region,2010,562,Waste Management and Remediation Service,2770,194,,,
151570,352,MAPC Region,2010,611,Educational Services,153163,1416,,,
151603,352,MAPC Region,2009,622,Hospitals,84970,40,,,
151620,352,MAPC Region,2009,623,Nursing and Residential Care Facilities,39187,816,,,
151637,352,MAPC Region,2009,624,Social Assistance,37244,1883,,,
151654,352,MAPC Region,2009,711,Performing Arts and Spectator Sports,5739,326,,,
151671,352,MAPC Region,2009,712,"Museums, Parks and Historical Sites",2854,61,,,
151688,352,MAPC Region,2009,713,"Amusement, Gambling & Recreation Ind",17763,976,,,
151705,352,MAPC Region,2009,721,Accommodation,18597,297,,,
151722,352,MAPC Region,2009,722,Food Services and Drinking Places,116105,7170,,,
151739,352,MAPC Region,2009,811,Repair and Maintenance,10957,2241,,,
151756,352,MAPC Region,2009,812,Personal and Laundry Services,22350,3023,,,
151773,352,MAPC Region,2009,813,Membership Organizations & Associations,21863,1924,,,
151790,352,MAPC Region,2009,814,Private Households,12766,10458,,,
151807,352,MAPC Region,2009,921,"Executive, Legislative, & Gen Government",5467,73,,,
151824,352,MAPC Region,2009,922,"Justice, Public Order, and Safety Activi",13919,103,,,
151841,352,MAPC Region,2009,923,Administration of Human Resource Program,138,6,,,
151858,352,MAPC Region,2009,924,Administration of Environmental Programs,3025,22,,,
151875,352,MAPC Region,2009,925,Community and Housing Program Admin,1934,8,,,
151909,352,MAPC Region,2009,928,National Security & International Affair,773,6,,,
151892,352,MAPC Region,2009,926,Administration of Economic Programs,6184,75,,,
151586,352,MAPC Region,2009,621,Ambulatory Health Care Services,77856,5435,,,
150453,352,MAPC Region,2009,102,Service-Providing Domain,1607632,90869,,,
150436,352,MAPC Region,2009,101,Goods-Producing Domain,173591,11660,,,
150470,352,MAPC Region,2009,111,Crop Production,297,11,,,
150487,352,MAPC Region,2009,114,"Fishing, Hunting and Trapping",202,84,,,
150504,352,MAPC Region,2009,115,Agriculture & Forestry Support Activity,68,11,,,
150545,352,MAPC Region,2009,236,Construction of Buildings,13013,2380,,,
150579,352,MAPC Region,2009,238,Specialty Trade Contractors,37501,5438,,,
150528,352,MAPC Region,2009,221,Utilities,4366,62,,,
150562,352,MAPC Region,2009,237,Heavy and Civil Engineering Construction,6636,309,,,
150596,352,MAPC Region,2009,311,Food Manufacturing,8683,282,,,
150626,352,MAPC Region,2009,314,Textile Product Mills,219,23,,,
150643,352,MAPC Region,2009,315,Apparel Manufacturing,626,15,,,
150660,352,MAPC Region,2009,316,Leather and Allied Product Manufacturing,85,6,,,
150674,352,MAPC Region,2009,321,Wood Product Manufacturing,24,5,,,
150691,352,MAPC Region,2009,322,Paper Manufacturing,679,17,,,
150708,352,MAPC Region,2009,323,Printing and Related Support Activities,4601,397,,,
150727,352,MAPC Region,2009,325,Chemical Manufacturing,7112,104,,,
150744,352,MAPC Region,2009,326,Plastics & Rubber Products Manufacturing,792,30,,,
150779,352,MAPC Region,2009,332,Fabricated Metal Product Manufacturing,7629,445,,,
150761,352,MAPC Region,2009,327,Nonmetallic Mineral Product Mfg,291,24,,,
150796,352,MAPC Region,2009,333,Machinery Manufacturing,4280,109,,,
150813,352,MAPC Region,2009,334,Computer and Electronic Product Mfg,24373,330,,,
150830,352,MAPC Region,2009,335,Electrical Equipment and Appliances,1244,34,,,
150847,352,MAPC Region,2009,336,Transportation Equipment Manufacturing,443,10,,,
150864,352,MAPC Region,2009,337,Furniture and Related Product Mfg,571,62,,,
150881,352,MAPC Region,2009,339,Miscellaneous Manufacturing,3868,194,,,
150898,352,MAPC Region,2009,423,"Merchant Wholesalers, Durable Goods",33597,2138,,,
150915,352,MAPC Region,2009,424,"Merchant Wholesalers, Nondurable Goods",19332,998,,,
150932,352,MAPC Region,2009,425,Electronic Markets and Agents/Brokers,10314,2494,,,
